timestamp,open,high,low,close,volume
2025-12-16 22:00:00,87768.6,87931.48,87636.37,87783.34,255.6448
2025-12-16 23:00:00,87783.35,87874.66,87602.34,87863.42,201.76207
2025-12-17 00:00:00,87863.43,87863.43,87426.06,87537.21,344.84512
2025-12-17 01:00:00,87537.22,87950.0,87489.12,87552.3,293.20917
2025-12-17 02:00:00,87552.3,87587.14,87188.37,87483.04,275.84035
2025-12-17 03:00:00,87483.04,87615.27,87150.01,87213.59,265.7567
2025-12-17 04:00:00,87213.6,87398.54,86721.86,86752.26,378.79516
2025-12-17 05:00:00,86752.27,86756.74,86209.11,86626.39,634.29318
2025-12-17 06:00:00,86626.4,87005.27,86587.82,86777.98,454.66393
2025-12-17 07:00:00,86777.98,87169.37,86593.55,87045.59,627.05868
2025-12-17 08:00:00,87045.59,87045.59,86326.8,86395.66,456.87442
2025-12-17 09:00:00,86395.67,86615.38,86262.85,86417.46,334.04163
2025-12-17 10:00:00,86417.45,86837.63,86238.91,86624.49,386.26358
2025-12-17 11:00:00,86624.5,87137.42,86565.23,86983.26,504.05307
2025-12-17 12:00:00,86983.26,87215.97,86828.0,87029.55,620.91109
2025-12-17 13:00:00,87029.56,87860.0,86817.27,87631.37,984.05009
2025-12-17 14:00:00,87631.37,89685.17,87161.39,89675.85,2426.7071
2025-12-17 15:00:00,89675.85,90365.85,87136.97,87233.44,4100.60903
2025-12-17 16:00:00,87233.44,87769.23,86166.66,86986.51,2213.28706
2025-12-17 17:00:00,86986.5,87103.44,86265.15,86427.12,812.7277
2025-12-17 18:00:00,86427.12,86850.64,85662.46,85829.22,910.41728
2025-12-17 19:00:00,85829.25,86195.38,85314.0,86018.53,1109.18442
2025-12-17 20:00:00,86018.53,86252.16,85644.09,85891.18,709.05939
2025-12-17 21:00:00,85890.36,86049.17,85700.0,85982.88,262.46393
2025-12-17 22:00:00,85982.88,86431.14,85888.2,86339.09,477.50595
2025-12-17 23:00:00,86339.1,86340.6,85950.0,86243.22,251.49926
2025-12-18 00:00:00,86243.23,86313.71,86056.56,86230.74,267.87743
2025-12-18 01:00:00,86230.74,86242.15,85863.93,86119.21,322.24363
2025-12-18 02:00:00,86119.27,86863.75,86011.2,86699.64,501.47272
2025-12-18 03:00:00,86699.64,86699.64,86270.59,86618.34,624.40718
2025-12-18 04:00:00,86618.35,86901.4,86607.34,86765.43,404.8311
2025-12-18 05:00:00,86765.44,86768.78,86384.61,86440.9,380.26204
2025-12-18 06:00:00,86440.9,86660.61,86411.62,86645.93,241.79517
2025-12-18 07:00:00,86645.93,86863.75,86593.07,86833.84,524.31368
2025-12-18 08:00:00,86833.83,87126.22,86685.14,86978.98,699.0764
2025-12-18 09:00:00,86978.98,87392.43,86803.06,87280.95,575.12681
2025-12-18 10:00:00,87280.95,87453.63,87213.27,87341.95,387.02725
2025-12-18 11:00:00,87342.0,87356.81,87067.26,87300.74,233.58665
2025-12-18 12:00:00,87300.5,87428.0,87109.76,87259.99,364.92164
2025-12-18 13:00:00,87259.99,89203.23,87259.99,88851.7,2595.36979
2025-12-18 14:00:00,88851.7,89477.61,87727.25,88345.2,2494.91228
2025-12-18 15:00:00,88345.19,89362.79,87966.24,88513.44,1859.88413
2025-12-18 16:00:00,88513.43,88533.61,87852.0,88014.0,962.80719
2025-12-18 17:00:00,88014.0,88022.63,85481.22,86483.56,2784.29449
2025-12-18 18:00:00,86483.56,86889.04,85720.0,85970.0,1482.84371
2025-12-18 19:00:00,85970.0,86010.0,84481.31,84483.79,4102.16356
2025-12-18 20:00:00,84483.8,85268.41,84450.01,84582.65,1888.57496
2025-12-18 21:00:00,84582.64,85835.9,84559.21,85630.95,999.89541
2025-12-18 22:00:00,85630.96,85750.85,85288.01,85582.88,409.43501
2025-12-18 23:00:00,85582.89,85619.99,85322.07,85516.41,298.2954
2025-12-19 00:00:00,85516.41,85604.88,85295.2,85604.88,318.70597
2025-12-19 01:00:00,85604.88,85604.88,85110.24,85320.43,357.58384
2025-12-19 02:00:00,85320.42,85929.06,85135.39,85643.44,554.49887
2025-12-19 03:00:00,85643.44,87568.99,85610.47,86891.39,2080.88033
2025-12-19 04:00:00,86891.39,87380.0,86846.15,87103.34,691.06624
2025-12-19 05:00:00,87103.34,87223.98,86647.51,87139.95,797.75888
2025-12-19 06:00:00,87139.95,87468.68,86907.8,87348.7,403.00627
